Date,avg_temp_max,avg_temp_min,avg_humidity_max,avg_humidity_min,crop_diseases
22-04-20,33.1,18.3,76,21,Healthy
23-04-20,34.6,21.6,71,21,Healthy
24-04-20,35.3,20.5,69,19,Healthy
25-04-20,34.6,21.6,69,24,Healthy
26-04-20,32.8,20.6,86,32,Healthy
27-04-20,31.9,20.5,85,42,Healthy
28-04-20,33.1,20.5,89,34,Healthy
29-04-20,36.2,21.9,74,29,Healthy
30-04-20,37.3,22,75,16,Healthy
01-05-20,39.9,22.9,76,17,Healthy
02-05-20,37.3,21.3,85,23,Healthy
03-05-20,34.5,21.5,80,31,Healthy
04-05-20,33.4,20.2,89,27,Healthy
05-05-20,33.5,20.4,75,21,Healthy
06-05-20,33.4,19.5,77,26,Healthy
07-05-20,35.4,20.1,69,22,Healthy
08-05-20,37.7,22.4,59,20,Healthy
09-05-20,39.1,23.9,59,19,Healthy
10-05-20,38.3,24.8,64,25,Healthy
11-05-20,36.2,23.6,76,29,Healthy
12-05-20,35.8,22.8,77,30,Healthy
13-05-20,34.7,23.7,87,32,Healthy
14-05-20,32.4,22.5,82,44,Healthy
15-05-20,35.3,20.9,79,29,Healthy
16-05-20,36.8,21.7,82,24,Healthy
17-05-20,37.7,21.7,67,13,Healthy
18-05-20,37.8,21.7,54,13,Healthy
19-05-20,35.7,21.9,45,15,Healthy
20-05-20,38.3,22,48,15,Healthy
21-05-20,41.1,23.4,48,10,Healthy
22-05-20,42,24.4,50,13,Healthy
23-05-20,42.3,26.1,44,12,Healthy
24-05-20,41.3,26.5,44,14,Healthy
25-05-20,43.4,26.4,43,10,Healthy
26-05-20,43.8,26.9,43,10,Healthy
27-05-20,43.5,26.9,45,10,Healthy
28-05-20,40.5,28.4,57,21,Healthy
29-05-20,34.8,23.4,89,38,Healthy
30-05-20,32.7,23.2,87,41,Healthy
31-05-20,32.1,22.6,85,46,Healthy
01-06-20,34.5,22.3,84,30,Healthy
02-06-20,33.8,24.1,76,34,Healthy
03-06-20,36.2,24.8,70,31,Healthy
04-06-20,35.4,24.6,70,28,Healthy
05-06-20,36.6,24.2,73,29,Healthy
06-06-20,33.4,25.3,73,42,Healthy
07-06-20,36.1,25,75,35,Healthy
08-06-20,38.7,26.7,68,28,Healthy
09-06-20,40.1,28,66,28,Healthy
10-06-20,39.4,28.6,65,30,Healthy
11-06-20,39.9,28.4,67,29,Healthy
12-06-20,39.2,28.6,67,27,Healthy
13-06-20,38.5,27.9,63,27,Healthy
14-06-20,39.9,28,55,25,Healthy
15-06-20,41.1,27.5,56,18,Healthy
16-06-20,42.5,28.8,49,15,Healthy
17-06-20,42.4,29.1,51,15,Healthy
18-06-20,43,29.5,58,16,Healthy
19-06-20,42.6,30.4,61,22,Healthy
20-06-20,40.4,30.1,63,22,Healthy
21-06-20,42.1,30.6,65,22,Healthy
22-06-20,40.3,29.2,68,29,Healthy
23-06-20,39.5,30.3,68,36,Healthy
24-06-20,37.9,29.1,74,41,Healthy
25-06-20,36,28,91,49,Healthy
26-06-20,37.6,26.6,89,44,Healthy
27-06-20,39.4,29.3,76,38,Healthy
28-06-20,40.5,29.6,76,36,Healthy
29-06-20,39.5,29.8,80,39,Healthy
30-06-20,38.4,29.4,76,42,Healthy
01-07-20,37.9,29.7,77,42,Healthy
02-07-20,41.3,30.3,70,29,Healthy
03-07-20,43.6,31.5,70,21,Healthy
04-07-20,41.5,26.9,90,32,Healthy
05-07-20,34.5,25.6,92,49,Early Blight
06-07-20,35,27.5,77,49,Healthy
07-07-20,36.5,28.4,73,48,Healthy
08-07-20,32.4,27.4,81,61,Healthy
09-07-20,36.3,27,85,48,Healthy
10-07-20,38.9,28.7,83,41,Healthy
11-07-20,38.5,27.9,87,42,Healthy
12-07-20,36,26.8,86,50,Healthy
13-07-20,36.4,26,86,45,Healthy
14-07-20,38.6,28.7,76,38,Healthy
15-07-20,38.5,29.9,75,43,Healthy
16-07-20,37.3,28.7,81,45,Healthy
17-07-20,35.8,28.5,82,55,Healthy
18-07-20,36.5,29.4,87,52,Healthy
19-07-20,38.3,28.6,84,43,Healthy
20-07-20,36.1,25.4,91,53,Healthy
21-07-20,27.6,23.6,99,77,Early Blight
22-07-20,32.9,24,97,52,Early Blight
23-07-20,34.9,24.8,94,48,Early Blight
24-07-20,34.6,26.9,84,53,Healthy
25-07-20,33.7,27.6,86,57,Healthy
26-07-20,35.1,27.8,86,56,Healthy
27-07-20,36.5,28.6,85,50,Healthy
28-07-20,38.8,29.5,73,41,Healthy
29-07-20,38.5,28.7,82,43,Healthy
30-07-20,35.4,27.3,86,55,Healthy
31-07-20,35,27.4,92,59,Early Blight
01-08-20,35.4,27.4,90,56,Healthy
02-08-20,37.2,27.8,89,48,Healthy
03-08-20,38.7,29.2,83,44,Healthy
04-08-20,38.3,28.4,89,43,Healthy
05-08-20,38.4,29,85,46,Healthy
06-08-20,36,28.7,88,52,Healthy
07-08-20,35.4,29.1,80,50,Healthy
08-08-20,36.4,28,92,48,Healthy
09-08-20,35.4,28.4,91,60,Healthy
10-08-20,35.2,27.3,95,59,Healthy
11-08-20,34.3,27.7,92,61,Early Blight
12-08-20,37.5,28.1,90,50,Healthy
13-08-20,36.7,27.3,91,55,Healthy
14-08-20,35.3,27.4,89,52,Healthy
15-08-20,35.5,27.6,88,53,Healthy
16-08-20,35.9,28.7,86,54,Healthy
17-08-20,36.3,28.9,86,55,Healthy
18-08-20,36.7,27.2,96,52,Healthy
19-08-20,35.7,26.8,94,57,Healthy
20-08-20,32.1,25.7,95,61,Early Blight
21-08-20,30.8,24.7,96,73,Early Blight
22-08-20,33.2,24.7,95,62,Early Blight
23-08-20,33.1,26.6,88,62,Healthy
24-08-20,33.9,27,87,56,Healthy
25-08-20,33.7,27,88,58,Healthy
26-08-20,31.2,26.9,90,74,Healthy
27-08-20,32,25.7,95,65,Early Blight
28-08-20,31.8,25.4,99,65,Early Blight
29-08-20,32.8,25.5,97,58,Early Blight
30-08-20,33.3,26.1,95,59,Early Blight
31-08-20,32.4,26.4,83,59,Healthy
01-09-20,31.5,26.3,89,62,Healthy
02-09-20,32.8,26.3,89,62,Healthy
03-09-20,32.9,26.2,96,61,Early Blight
04-09-20,30.3,24.8,98,76,Early Blight
05-09-20,30.5,25.1,98,70,Early Blight
06-09-20,31.7,24.9,98,68,Early Blight
07-09-20,33.3,25,98,58,Early Blight
08-09-20,35,25.6,94,51,Early Blight
09-09-20,35.2,25.8,94,52,Healthy
10-09-20,35.4,25.6,93,47,Healthy
11-09-20,36.1,25.5,89,42,Healthy
12-09-20,36.4,25.4,88,43,Healthy
13-09-20,36.6,24.8,86,37,Healthy
14-09-20,36.3,25.9,81,41,Healthy
15-09-20,36.5,26.7,83,43,Healthy
16-09-20,36.5,28.4,82,46,Healthy
17-09-20,36.6,26.9,81,44,Healthy
18-09-20,36.7,26.3,84,43,Healthy
19-09-20,36.9,25.4,80,35,Healthy
20-09-20,36.8,24.3,84,35,Healthy
21-09-20,37.1,24.5,80,31,Healthy
22-09-20,36.5,25.6,75,36,Healthy
23-09-20,36,25,92,41,Healthy
24-09-20,36.6,25.3,87,34,Healthy
25-09-20,36.7,22.6,82,30,Healthy
26-09-20,35.5,22.6,74,27,Healthy
27-09-20,35.9,23,77,28,Healthy
28-09-20,35.2,23.1,76,33,Healthy
29-09-20,34.7,22.8,82,31,Healthy
30-09-20,35.5,22,77,26,Healthy
01-10-20,35.7,22.3,73,27,Healthy
02-10-20,35.3,22.3,74,23,Healthy
03-10-20,34.9,20.7,66,24,Healthy
04-10-20,35.2,19.7,76,23,Healthy
05-10-20,35.9,20.2,71,21,Healthy
06-10-20,35.3,19.3,77,24,Healthy
07-10-20,36.2,20.5,75,19,Healthy
08-10-20,35.6,19.7,66,21,Healthy
09-10-20,35.6,21.2,66,23,Healthy
10-10-20,35.9,20,76,20,Healthy
11-10-20,35.8,19.5,75,19,Healthy
12-10-20,36.1,20,65,16,Healthy
13-10-20,35.7,20.6,72,18,Healthy
14-10-20,35.3,19.5,72,16,Healthy
15-10-20,34.2,17.8,75,16,Healthy
16-10-20,34.2,17.8,64,15,Healthy
17-10-20,34.2,19.7,56,16,Healthy
18-10-20,34.4,17.7,50,13,Healthy
19-10-20,33.7,16.6,60,17,Healthy
20-10-20,33.6,16.3,61,14,Healthy
21-10-20,33.5,16.3,63,14,Healthy
22-10-20,32.3,16.5,73,20,Healthy
23-10-20,31.6,16.6,69,20,Healthy
24-10-20,32.5,17.4,67,16,Healthy
25-10-20,32.6,17.4,61,15,Healthy
26-10-20,31.8,15,68,13,Healthy
27-10-20,30.9,14.5,73,17,Healthy
28-10-20,31,15,66,16,Healthy
29-10-20,31.3,15.1,69,17,Healthy
30-10-20,30.6,14.2,81,19,Healthy
31-10-20,30.7,12.9,81,13,Healthy
01-11-20,30.2,13,64,12,Healthy
02-11-20,29.8,14.2,48,15,Healthy
03-11-20,30.2,13.8,52,19,Healthy
04-11-20,30.8,14.4,65,16,Healthy
05-11-20,30.4,12.7,82,16,Healthy
06-11-20,30.5,13.1,88,19,Healthy
07-11-20,30.2,13.8,74,20,Healthy
08-11-20,30.1,12.5,73,21,Healthy
09-11-20,29.7,12.9,83,22,Healthy
10-11-20,29.1,13.4,89,26,Healthy
11-11-20,28.9,12.9,94,21,Early Blight
12-11-20,28.3,12.1,93,20,Early Blight
13-11-20,27.7,11.5,90,26,Healthy
14-11-20,26.2,13.6,88,36,Late Blight
15-11-20,19.4,13.7,96,63,Late Blight
16-11-20,21.4,12,97,56,Late Blight
17-11-20,23,8.9,96,34,Early Blight
18-11-20,22.2,8.8,88,25,Healthy
19-11-20,22.4,9.3,82,29,Late Blight
20-11-20,23.2,9.2,88,30,Late Blight
21-11-20,22.6,8.2,84,26,Healthy
22-11-20,21.2,7.9,87,28,Healthy
23-11-20,22,11.6,82,33,Late Blight
24-11-20,19.6,12.5,78,51,Late Blight
25-11-20,19,10.2,93,62,Late Blight
26-11-20,21.5,9.2,96,42,Late Blight
27-11-20,22.9,9.2,89,37,Late Blight
28-11-20,23.1,7.9,94,29,Early Blight
29-11-20,22.9,8.8,91,35,Early Blight
30-11-20,23.9,9.5,90,37,Late Blight
01-12-20,24.9,10.5,92,35,Late Blight
02-12-20,25.8,10.3,93,38,Late Blight
03-12-20,25,10.4,95,41,Late Blight
04-12-20,25.2,11.9,95,40,Late Blight
05-12-20,24.7,13.4,95,45,Late Blight
06-12-20,24.7,12.4,97,48,Late Blight
07-12-20,24.8,11.4,98,39,Late Blight
08-12-20,23.7,11.4,94,41,Late Blight
09-12-20,20.1,11.3,100,53,Early Blight
10-12-20,23,10.9,97,46,Late Blight
11-12-20,20.9,10,94,43,Late Blight
12-12-20,18.6,8.3,96,52,Early Blight
13-12-20,18.2,7.3,96,51,Early Blight
14-12-20,18.1,5.1,98,44,Early Blight
15-12-20,17.4,5.4,96,45,Early Blight
16-12-20,16.4,4.5,99,40,Early Blight
17-12-20,16.9,2.6,97,31,Early Blight
18-12-20,17.6,2.9,93,35,Early Blight
19-12-20,18.6,3,96,38,Early Blight
20-12-20,19.8,6.2,92,43,Early Blight
21-12-20,20.3,5.9,95,46,Early Blight
22-12-20,19.9,6.7,94,45,Early Blight
23-12-20,20.3,5.6,96,44,Early Blight
24-12-20,20,4.6,100,46,Early Blight
25-12-20,19.6,4.7,100,47,Early Blight
26-12-20,18.7,3.5,100,52,Early Blight
27-12-20,16.9,3.7,97,62,Early Blight
28-12-20,15,3.5,92,39,Early Blight
29-12-20,16.1,2.5,98,46,Early Blight
30-12-20,16.9,3,97,41,Early Blight
31-12-20,16,1.9,99,50,Early Blight
01-01-21,16.4,4.2,100,51,Early Blight
02-01-21,16.8,4.8,100,57,Early Blight
03-01-21,18.2,9.4,96,71,Late Blight
04-01-21,19.7,12.1,98,70,Late Blight
05-01-21,16.9,14.1,99,88,Early Blight
06-01-21,18.2,9.2,100,69,Early Blight
07-01-21,18.2,10,100,61,Early Blight
08-01-21,17.6,6.6,99,55,Early Blight
09-01-21,17.7,5.1,100,51,Early Blight
10-01-21,17,5.3,100,56,Early Blight
11-01-21,18.2,4.6,100,54,Early Blight
12-01-21,16.8,2.7,100,62,Early Blight
13-01-21,16.4,3.7,100,62,Early Blight
14-01-21,14.8,4.3,100,70,Early Blight
15-01-21,14.7,5.4,100,73,Early Blight
16-01-21,13.2,4.7,100,79,Early Blight
17-01-21,13.1,6.4,100,73,Early Blight
18-01-21,18,6.8,99,67,Early Blight
19-01-21,19.2,6.4,98,57,Early Blight
20-01-21,20.1,6.7,98,52,Early Blight
21-01-21,19.8,6.3,95,45,Early Blight
22-01-21,19.7,7.6,92,56,Early Blight
23-01-21,18.1,6.5,98,63,Early Blight
24-01-21,16.7,6.5,100,58,Early Blight
25-01-21,19.1,4.9,92,37,Early Blight
26-01-21,19,4.5,91,36,Early Blight
27-01-21,18.8,5.1,89,39,Healthy
28-01-21,19.1,4.5,95,37,Early Blight
29-01-21,19.6,4.2,92,39,Early Blight
30-01-21,19.7,4.4,91,34,Early Blight
31-01-21,20.4,5.6,93,38,Early Blight
01-02-21,21,6.7,95,48,Early Blight
02-02-21,21.5,6.1,96,41,Early Blight
03-02-21,21.6,8.5,94,43,Early Blight
04-02-21,18.9,6.5,95,53,Early Blight
05-02-21,18.7,7,96,49,Early Blight
06-02-21,21.4,8.4,90,37,Healthy
07-02-21,23,7.4,92,37,Early Blight
08-02-21,24.2,7.9,97,36,Early Blight
09-02-21,24.6,9.5,95,38,Late Blight
10-02-21,23.5,9.5,96,45,Late Blight
11-02-21,24.7,9.6,100,44,Early Blight
12-02-21,25,8.5,100,39,Early Blight
13-02-21,24.3,10.5,100,44,Early Blight
14-02-21,23.8,10.3,100,52,Early Blight
15-02-21,23.4,10.9,100,56,Early Blight
16-02-21,23.9,10.6,100,54,Early Blight
17-02-21,24.7,10.5,100,48,Early Blight
18-02-21,24,10.8,100,56,Early Blight
19-02-21,24.7,10.7,100,41,Early Blight
20-02-21,25.1,9.8,100,37,Early Blight
21-02-21,25.9,10.8,96,39,Late Blight
22-02-21,27.1,12.6,94,37,Early Blight
23-02-21,27.2,13.6,93,43,Early Blight
24-02-21,27.1,13.4,93,46,Early Blight
25-02-21,28.2,13.4,94,38,Early Blight
26-02-21,29,14.7,92,42,Early Blight
27-02-21,25.7,12.8,92,24,Late Blight
28-02-21,25.1,11.7,94,37,Late Blight
01-03-21,26.2,12.7,92,26,Late Blight
02-03-21,27.1,12.6,70,23,Healthy
03-03-21,28.1,11.6,83,27,Healthy
04-03-21,27.4,12.6,86,36,Healthy
05-03-21,28.9,11.8,88,28,Healthy
06-03-21,29,13,71,25,Healthy
07-03-21,28.4,16.7,72,37,Healthy
08-03-21,29.1,15.8,70,37,Healthy
09-03-21,29.7,15.1,93,28,Early Blight
10-03-21,29.5,14,91,27,Early Blight
11-03-21,29.5,15.9,85,33,Healthy
12-03-21,26.8,14.7,72,42,Healthy
13-03-21,28.4,14,80,29,Healthy
14-03-21,28.6,13.7,87,32,Healthy
15-03-21,29,15.9,88,32,Healthy
16-03-21,30.3,15.4,91,29,Early Blight
17-03-21,29.6,16,84,35,Healthy
18-03-21,30.7,15.2,87,26,Healthy
19-03-21,31.4,16.4,68,24,Healthy
20-03-21,31.7,15.8,76,21,Healthy
21-03-21,28.9,16.6,83,35,Healthy
22-03-21,28.7,16.8,78,38,Healthy
23-03-21,26.9,14.8,89,21,Healthy
24-03-21,27.9,14.3,86,28,Healthy
25-03-21,29.1,14.6,90,25,Healthy
26-03-21,30.6,15.2,83,27,Healthy
27-03-21,32.3,17.9,86,28,Healthy
28-03-21,34.6,17.6,91,26,Early Blight
29-03-21,36,19.3,80,21,Healthy
30-03-21,33.7,19.1,73,15,Healthy
31-03-21,31.3,19.1,27,9,Healthy
01-04-21,31.6,16.9,24,8,Healthy
02-04-21,30.2,14.5,36,7,Healthy
03-04-21,32.1,13.8,44,11,Healthy
04-04-21,33.6,16.1,48,12,Healthy
05-04-21,32.8,20.6,45,21,Healthy
06-04-21,31.3,15.4,94,25,Early Blight
07-04-21,31,16.4,93,24,Early Blight
08-04-21,30.8,15,63,17,Healthy
09-04-21,32.9,16,66,12,Healthy
10-04-21,34.1,18.3,47,15,Healthy
11-04-21,35.2,17.9,58,15,Healthy
12-04-21,35.2,21.6,47,16,Healthy
13-04-21,36.3,21.7,52,16,Healthy
14-04-21,35.4,20.1,48,17,Healthy
15-04-21,35.2,21.4,45,19,Healthy
16-04-21,31.8,18,93,26,Early Blight
17-04-21,30.2,17.6,98,36,Early Blight
18-04-21,32,18.6,92,27,Early Blight
19-04-21,33.3,19.6,67,21,Healthy
20-04-21,30,17.4,81,26,Healthy
21-04-21,26.9,16.4,92,44,Early Blight
22-04-21,27.8,17.5,82,40,Healthy
23-04-21,28,14.2,91,32,Early Blight
24-04-21,31.5,15.5,79,22,Healthy
25-04-21,35.2,17.9,60,14,Healthy
26-04-21,37.6,20.3,67,14,Healthy
27-04-21,39.6,20.8,67,12,Healthy
28-04-21,39.7,22.5,56,12,Healthy
29-04-21,39.4,22.4,46,11,Healthy
30-04-21,39.7,24.7,39,14,Healthy
01-05-21,37.5,24.3,46,14,Healthy
02-05-21,39.4,23.5,57,14,Healthy
03-05-21,38.2,24.2,52,19,Healthy
04-05-21,39.3,25.2,58,16,Healthy
05-05-21,34.7,23.2,65,24,Healthy
06-05-21,34.3,23.4,60,29,Healthy
07-05-21,34.5,22.1,68,23,Healthy
08-05-21,37.1,22,73,19,Healthy
09-05-21,36.3,24.1,58,21,Healthy
10-05-21,38.2,24.9,56,15,Healthy
11-05-21,37.5,23.6,64,23,Healthy
12-05-21,33.9,23.2,71,31,Healthy
13-05-21,32.5,20.4,85,35,Healthy
14-05-21,33.6,20.8,83,27,Healthy
15-05-21,35.6,22.3,63,23,Healthy
16-05-21,37.5,22.9,51,20,Healthy
17-05-21,39,23.8,49,15,Healthy
18-05-21,38.3,23.3,58,16,Healthy
19-05-21,31.9,21.8,71,35,Healthy
20-05-21,36,21.4,73,27,Healthy
21-05-21,36.4,22.5,67,27,Healthy
22-05-21,37.1,24.2,59,20,Healthy
23-05-21,34.5,21.5,64,26,Healthy
24-05-21,36.5,22.1,62,22,Healthy
25-05-21,37.8,23.2,55,15,Healthy
26-05-21,39.9,23.1,55,12,Healthy
27-05-21,41.4,26,38,15,Healthy
28-05-21,42.1,26.6,49,17,Healthy
29-05-21,42.4,27.9,59,14,Healthy
30-05-21,40.4,27.4,66,21,Healthy
31-05-21,40.2,26,63,25,Healthy
01-06-21,34.1,22.8,83,42,Healthy
02-06-21,36.1,24.1,79,27,Healthy
03-06-21,35.4,24.9,81,35,Healthy
04-06-21,34.9,24,85,36,Healthy
05-06-21,36.5,24.7,80,31,Healthy
06-06-21,38.9,26.1,72,25,Healthy
07-06-21,41.5,27.9,57,23,Healthy
08-06-21,42.3,29.5,53,26,Healthy
09-06-21,43.3,30.4,58,24,Healthy
10-06-21,42.5,30.8,66,29,Healthy
11-06-21,41.2,29.4,71,29,Healthy
12-06-21,41.1,30.2,66,29,Healthy
13-06-21,37.1,25.7,85,39,Healthy
14-06-21,37.6,26.2,69,34,Healthy
15-06-21,38.9,26,74,24,Healthy
16-06-21,33.7,24.6,82,44,Healthy
17-06-21,36,24.4,78,32,Healthy
18-06-21,37.8,26.8,76,22,Healthy
19-06-21,39.2,27.1,74,19,Healthy
20-06-21,38.2,26.3,75,29,Healthy
21-06-21,37.9,27,66,29,Healthy
22-06-21,39.6,26.8,66,23,Healthy
23-06-21,40.7,27.1,65,17,Healthy
24-06-21,39.8,28.4,57,22,Healthy
25-06-21,39.4,28.4,63,25,Healthy
26-06-21,37,25.7,74,34,Healthy
27-06-21,38.2,26.7,73,31,Healthy
28-06-21,40.1,27.5,66,25,Healthy
29-06-21,41.3,27.5,58,22,Healthy
30-06-21,42.5,28.8,53,24,Healthy
01-07-21,41.2,29.6,58,28,Healthy
02-07-21,40.8,29.6,55,27,Healthy
03-07-21,37.2,28.7,70,38,Healthy
04-07-21,38.8,29,68,34,Healthy
05-07-21,39.2,29.2,66,33,Healthy
06-07-21,40.2,29.2,66,29,Healthy
07-07-21,41.7,29.8,62,24,Healthy
08-07-21,39.9,29.5,60,34,Healthy
09-07-21,38.7,29.4,72,38,Healthy
10-07-21,38.7,30.3,77,41,Healthy
11-07-21,38.5,27.6,86,43,Healthy
12-07-21,35.5,26.7,93,52,Healthy
13-07-21,34.4,26,94,60,Early Blight
14-07-21,34.7,26.9,85,50,Healthy
15-07-21,36.1,27.5,85,45,Healthy
16-07-21,36.5,28.7,84,50,Healthy
17-07-21,38.6,29.5,81,40,Healthy
18-07-21,41.3,28.6,84,35,Healthy
19-07-21,36.5,26,92,50,Healthy
20-07-21,32.6,25.4,96,69,Early Blight
21-07-21,32.4,25.2,97,63,Early Blight
22-07-21,33.6,26.3,97,57,Early Blight
23-07-21,31.7,27.2,88,65,Healthy
24-07-21,35.8,28.1,87,52,Healthy
25-07-21,36.3,28.8,86,54,Healthy
26-07-21,34.3,28.6,94,63,Early Blight
27-07-21,33.3,27,95,64,Early Blight
28-07-21,28.2,25.5,97,88,Early Blight
29-07-21,30.4,24.9,96,71,Early Blight
30-07-21,30.8,25.4,95,72,Early Blight
31-07-21,32.2,26.2,95,71,Early Blight
01-08-21,33.2,26.3,94,65,Early Blight
02-08-21,33.9,26.8,96,67,Early Blight
03-08-21,33.8,26.9,94,66,Early Blight
04-08-21,34,26.7,95,66,Early Blight
05-08-21,34.3,27.1,93,63,Early Blight
06-08-21,33.7,26.1,96,63,Early Blight
07-08-21,35,26.2,94,54,Early Blight
08-08-21,35,27.5,93,60,Early Blight
09-08-21,34.5,27.6,90,61,Healthy
10-08-21,35.9,27,90,47,Healthy
11-08-21,36.7,27.3,89,44,Healthy
12-08-21,37,27.4,79,43,Healthy
13-08-21,37.1,27.8,81,42,Healthy
14-08-21,35.8,27.1,86,46,Healthy
15-08-21,33.5,26.7,86,55,Healthy
16-08-21,36.1,27.4,86,43,Healthy
17-08-21,37.2,27.3,88,39,Healthy
18-08-21,37.3,26.8,80,34,Healthy
19-08-21,37.9,27.2,80,32,Healthy
20-08-21,37,26.9,83,43,Healthy
21-08-21,32.8,26.3,86,57,Healthy
22-08-21,31.1,25.3,94,67,Early Blight
23-08-21,34.1,25.3,95,56,Early Blight
24-08-21,37.1,26.8,93,43,Healthy
25-08-21,37.9,28.1,83,38,Healthy
26-08-21,37.2,28.1,69,41,Healthy
27-08-21,38,28,73,39,Healthy
28-08-21,36.5,27.2,79,40,Healthy
29-08-21,35.9,26.9,85,43,Healthy
30-08-21,33.6,26.4,86,54,Healthy
31-08-21,33,26.3,87,54,Healthy
01-09-21,33,25.1,94,53,Early Blight
02-09-21,33.8,25.5,93,54,Early Blight
03-09-21,32.2,25.2,95,60,Early Blight
04-09-21,33.5,25.1,94,57,Early Blight
05-09-21,35.1,25.8,94,48,Healthy
06-09-21,35.4,27.1,85,49,Healthy
07-09-21,34.4,27.4,87,58,Healthy
08-09-21,34,26.8,89,56,Healthy
09-09-21,33,26.4,90,61,Healthy
10-09-21,31.6,25,96,64,Early Blight
11-09-21,29.1,24.5,94,76,Early Blight
12-09-21,29.8,22.8,96,68,Early Blight
13-09-21,32.5,23.2,94,58,Early Blight
14-09-21,32.7,25.4,92,64,Early Blight
15-09-21,34.2,26.1,89,50,Healthy
16-09-21,34.1,25.8,86,54,Healthy
17-09-21,33.3,25.5,89,56,Healthy
18-09-21,33.1,25.8,90,58,Healthy
19-09-21,33,26.4,89,60,Healthy
20-09-21,33,26.8,88,59,Healthy
21-09-21,31.9,24.7,96,67,Early Blight
22-09-21,31.1,23.6,96,64,Early Blight
23-09-21,29.3,23.2,99,68,Early Blight
24-09-21,30.9,23.7,96,61,Early Blight
25-09-21,32.1,24,96,57,Early Blight
26-09-21,32.6,24.7,96,57,Early Blight
27-09-21,33.2,25.2,96,56,Early Blight
28-09-21,33.6,25.2,92,52,Early Blight
29-09-21,33.6,25.9,87,52,Healthy
30-09-21,32.9,25.8,92,55,Early Blight
01-10-21,33.8,26,92,52,Early Blight
02-10-21,33.2,25.9,93,57,Early Blight
03-10-21,34.4,26,90,46,Healthy
04-10-21,33.7,25.5,85,49,Healthy
05-10-21,32.4,25.3,87,54,Healthy
06-10-21,33.9,23.1,97,43,Early Blight
07-10-21,33.8,22.3,84,41,Healthy
08-10-21,35.1,22.7,92,34,Healthy
09-10-21,34.8,22.6,93,35,Early Blight
10-10-21,34.9,22.4,83,36,Healthy
11-10-21,34.5,21.5,76,33,Healthy
12-10-21,32.8,19.3,87,33,Healthy
13-10-21,32.3,18.8,78,29,Healthy
14-10-21,32.8,17.6,74,26,Healthy
15-10-21,32.6,17.6,69,24,Healthy
16-10-21,32.5,20.8,66,27,Healthy
17-10-21,31.4,20.8,94,44,Early Blight
18-10-21,28,20.2,95,55,Early Blight
19-10-21,31.7,19.5,94,34,Early Blight
20-10-21,32.4,19.6,76,31,Healthy
21-10-21,31.3,17.5,75,30,Healthy
22-10-21,31.2,18.1,87,38,Healthy
23-10-21,27.3,18.5,92,56,Early Blight
24-10-21,23.3,15.5,95,66,Early Blight
25-10-21,25.8,14.1,91,46,Early Blight
26-10-21,26.7,14.3,89,33,Healthy
27-10-21,27.9,14.2,86,35,Healthy
28-10-21,28.2,14.1,74,28,Healthy
29-10-21,28.8,15,81,28,Healthy
30-10-21,29.5,14.8,80,31,Healthy
31-10-21,29.2,15.3,80,30,Healthy
01-11-21,29.3,16.3,75,30,Healthy
02-11-21,25.8,15.2,73,46,Healthy
03-11-21,27.5,13.9,81,34,Healthy
04-11-21,27.6,14,85,28,Healthy
05-11-21,27.6,13.8,87,31,Healthy
06-11-21,27.4,13.8,88,37,Healthy
07-11-21,27.9,13.2,89,30,Healthy
08-11-21,28.5,12.9,93,33,Early Blight
09-11-21,28.9,13.6,92,33,Early Blight
10-11-21,28.8,13.4,94,33,Early Blight
11-11-21,28.6,14.4,86,30,Healthy
12-11-21,28,13.1,92,33,Early Blight
13-11-21,28.1,13.4,79,24,Healthy
14-11-21,26.9,11.4,79,25,Late Blight
15-11-21,26.1,10.3,91,25,Late Blight
16-11-21,25.8,10.7,81,28,Late Blight
17-11-21,25.5,10.7,81,26,Late Blight
18-11-21,24.6,11.1,84,31,Late Blight
19-11-21,24.8,10,91,35,Late Blight
20-11-21,24.4,10,92,35,Late Blight
21-11-21,25.4,10.2,92,35,Late Blight
22-11-21,25.6,9.3,91,29,Late Blight
23-11-21,24.8,8.7,92,37,Early Blight
24-11-21,26,10.8,93,30,Late Blight
25-11-21,25.8,11.6,88,31,Late Blight
26-11-21,24.6,9.8,96,37,Late Blight
27-11-21,24.7,10.3,95,38,Late Blight
28-11-21,24.8,10.6,92,35,Late Blight
29-11-21,24.7,9.9,95,37,Late Blight
30-11-21,23.8,10.6,94,39,Late Blight
01-12-21,23.2,9.6,96,42,Late Blight
02-12-21,22.4,10.8,91,47,Late Blight
03-12-21,23.1,10.1,95,41,Late Blight
04-12-21,23.6,10.8,96,45,Late Blight
05-12-21,22.6,10.9,97,48,Late Blight
06-12-21,22.2,9.7,98,47,Late Blight
07-12-21,22.2,9.2,95,40,Late Blight
08-12-21,22.4,8.8,92,36,Early Blight
09-12-21,22.5,8.2,92,36,Early Blight
10-12-21,22.2,7.5,92,41,Early Blight
11-12-21,21.7,6.2,95,33,Early Blight
12-12-21,21.4,7.4,96,36,Early Blight
13-12-21,20.3,6.7,99,39,Early Blight
14-12-21,19.7,7.2,95,41,Early Blight
15-12-21,19.4,6.5,90,37,Healthy
16-12-21,17.6,4.3,95,35,Early Blight
17-12-21,17.2,5.1,97,42,Early Blight
18-12-21,17.3,3.2,92,38,Early Blight
